"","result.scientific_name","result.category","result.criteria"
"23761","Ammospermophilus leucurus","LC"," "
"23762","Cynomys gunnisoni","LC"," "
"23763","Marmota flaviventris","LC"," "
"23764","Marmota monax","LC"," "
"23765","Sundasciurus davensis","DD"," "
"23766","Neotamias amoenus","LC"," "
"23767","Neotamias dorsalis","LC"," "
"23768","Neotamias minimus","LC"," "
"23769","Neotamias quadrivittatus","LC"," "
"23770","Neotamias rufus","LC"," "
"23771","Neotamias sonomae","LC"," "
"23772","Neotamias speciosus","LC"," "
"23773","Tamias striatus","LC"," "
"23774","Neotamias townsendii","LC"," "
"23775","Neotamias umbrinus","LC"," "
"23776","Tamiasciurus douglasii","LC"," "
"23777","Tamiasciurus hudsonicus","LC"," "
"23778","Geomys bursarius","LC"," "
"23779","Geomys pinetis","LC"," "
"23780","Orthogeomys grandis","LC"," "
"23781","Thomomys talpoides","LC"," "
"23782","Thomomys townsendii","LC"," "
"23783","Dipodomys californicus","LC"," "
"23784","Dipodomys panamintinus","LC"," "
"23785","Microdipodops megacephalus","LC"," "
"23786","Microdipodops pallidus","LC"," "
"23787","Perognathus fasciatus","LC"," "
"23788","Perognathus parvus","LC"," "
"23789","Napaeozapus insignis","LC"," "
"23790","Zapus hudsonius","LC"," "
"23791","Zapus princeps","LC"," "
"23792","Myodes californicus","LC"," "
"23793","Myodes gapperi","LC"," "
"23794","Dicrostonyx groenlandicus","LC"," "
"23795","Dicrostonyx hudsonius","LC"," "
"23796","Dicrostonyx richardsoni","LC"," "
"23797","Lemmiscus curtatus","LC"," "
"23798","Microtus chrotorrhinus","LC"," "
"23799","Microtus longicaudus","LC"," "
"23800","Microtus miurus","LC"," "
"23801","Microtus ochrogaster","LC"," "
"23802","Microtus oregoni","LC"," "
"23803","Microtus pinetorum","LC"," "
"23804","Microtus richardsoni","LC"," "
"23805","Phenacomys intermedius","LC"," "
"23806","Phenacomys ungava","LC"," "
"23807","Synaptomys cooperi","LC"," "
"23808","Allocricetulus curtatus","LC"," "
"23809","Abditomys latidens","DD"," "
"23810","Apodemus argenteus","LC"," "
"23811","Pseudomys bolami","LC"," "
"23812","Pseudomys chapmani","LC"," "
"23813","Neacomys tenuipes","LC"," "
"23814","Neotoma floridana","LC"," "
"23815","Neotoma stephensi","LC"," "
"23816","Peromyscus attwateri","LC"," "
"23817","Peromyscus gossypinus","LC"," "
"23818","Peromyscus polionotus","LC"," "
"23819","Mylomys dybowskii","LC"," "
"23820","Neotoma cinerea","LC"," "
"23821","Ochrotomys nuttalli","LC"," "
"23822","Oryzomys palustris","LC"," "
"23823","Reithrodontomys humulis","LC"," "
"23824","Graphiurus nagtglasii","LC"," "
"23825","Graphiurus johnstoni","DD"," "
"23826","Acomys johannis","LC"," "
"23827","Myosorex zinki","LC"," "
"23828","Sylvisorex pluvialis","DD"," "
"23829","Sylvisorex camerunensis","VU","B1ab(iii)"
"23830","Desmomys yaldeni","VU","B1ab(iii)"
"23831","Lophuromys dieterleni","EN","B1ab(iii)"
"23832","Lophuromys chrysopus","LC"," "
"23833","Otomys cuanzensis","LC"," "
"23834","Thamnomys schoutedeni","DD"," "
"23835","Myomyscus angolensis","LC"," "
"23836","Praomys daltoni","LC"," "
"23837","Praomys derooi","LC"," "
"23838","Stenocephalemys ruppi","DD"," "
"23839","Myomyscus brockmani","LC"," "
"23840","Sooretamys angouya","LC"," "
"23841","Peromyscus keeni","LC"," "
"23842","Apodemus witherbyi","LC"," "
"23843","Akodon montensis","LC"," "
"23844","Eliurus danieli","LC"," "
"23845","Calomyscus grandis","DD"," "
"23846","Notiosorex evotis","LC"," "
"23847","Eothenomys miletus","LC"," "
"23848","Melomys talaudium","EN","B1ab(ii,iii)"
"23849","Eliurus ellermani","DD"," "
"23850","Allactaga williamsi","LC"," "
"23851","Crocidura jouvenetae","LC"," "
"23852","Nesomys lambertoni","EN","B1ab(iii)"
"23853","Congosorex phillipsorum","CR","B1ab(iii)"
"23854","Erinaceus roumanicus","LC"," "
"23855","Oecomys catherinae","LC"," "
"23856","Melomys paveli","DD"," "
"23857","Vandeleuria nilagirica","EN","B2ab(iii)"
"23858","Calomyscus elburzensis","LC"," "
"23859","Chrotomys sibuyanensis","DD"," "
"23860","Cryptotis merriami","LC"," "
"23861","Peromyscus fraterculus","LC"," "
"23862","Rhipidomys macrurus","LC"," "
"23863","Sigmodon hirsutus","LC"," "
"23864","Crocidura caspica","DD"," "
"23865","Crocidura vosmaeri","DD"," "
"23866","Funisciurus duchaillui","DD"," "
"23867","Melomys cooperae","DD"," "
"23868","Acomys dimidiatus","LC"," "
"23869","Hydromys ziegleri","DD"," "
"23870","Necromys lenguarum","LC"," "
"23871","Melomys howi","DD"," "
"23872","Rhynchomys tapulao","DD"," "
"23873","Spermophilus brevicauda","LC"," "
"23874","Uromys siebersi","DD"," "
"23875","Macrotarsomys petteri","DD"," "
"23876","Niviventer cameroni","VU","B1ab(ii,iii)"
"23877","Rattus satarae","VU","B2ab(i,ii,iii,iv,v)"
"23878","Hylaeamys perenensis","LC"," "
"23879","Scapteromys aquaticus","LC"," "
"23880","Sigmodon toltecus","LC"," "
"23881","Spalax uralensis","NT"," "
"23882","Anourosorex schmidi","DD"," "
"23883","Chaetodipus eremicus","LC"," "
"23884","Oxymycterus quaestor","LC"," "
"23885","Pedetes surdaster","LC"," "
"23886","Oecomys auyantepui","LC"," "
"23887","Phyllotis limatus","LC"," "
"23888","Dipodomys simulans","LC"," "
"23889","Alticola olchonensis","EN","B1ab(iii)"
"23890","Necromys benefactus","LC"," "
"23891","Melomys fulgens","DD"," "
"23892","Calomys expulsus","LC"," "
"23893","Gerbillus percivali","DD"," "
"23894","Crocidura musseri","DD"," "
"23895","Lemmus trimucronatus","LC"," "
"23896","Melomys caurinus","EN","B1ab(ii,iii)"
"23897","Rhynchomys banahao","LC"," "
"23898","Oligoryzomys fornesi","LC"," "
"23899","Nectomys apicalis","LC"," "
"23900","Melomys lutillus","LC"," "
"23901","Neotoma leucodon","LC"," "
"23902","Pithecheirops otion","DD"," "
"23903","Geomys breviceps","LC"," "
"23904","Monodelphis handleyi","DD"," "
"23905","Oecomys concolor","LC"," "
"23906","Rhipidomys nitela","LC"," "
"23907","Allactaga elater","LC"," "
"23908","Heteromys desmarestianus","LC"," "
"23909","Praomys tullbergi","LC"," "
"23910","Pseudohydromys murinus","LC"," "
"23911","Pseudohydromys occidentalis","DD"," "
"23912","Eligmodontia typus","LC"," "
"23913","Pseudomys australis","VU","B2ab(i,ii,iii,iv,v)c(i,ii,iii,iv); C2b"
"23914","Dipodomys merriami","LC"," "
"23915","Thomasomys daphne","LC"," "
"23916","Acerodon humilis","EN","B1ab(iii,v)"
"23917","Atlantoxerus getulus","LC"," "
"23918","Ctenodactylus vali","DD"," "
"23919","Gerbillus simoni","LC"," "
"23920","Graphiurus ocularis","LC"," "
"23921","Jaculus orientalis","LC"," "
"23922","Lemniscomys barbarus","LC"," "
"23923","Microtus guentheri","LC"," "
"23924","Mus spretus","LC"," "
"23925","Otomys unisulcatus","LC"," "
"23926","Crocidura whitakeri","LC"," "
"23927","Myosorex varius","LC"," "
"23928","Meriones shawi","LC"," "
"23929","Meriones grandis","LC"," "
"23930","Arvicola scherman","LC"," "
"23931","Thomasomys eleusis","VU","B1ab(iii)"
"23932","Rhyncholestes raphanurus","NT"," "
"23933","Lontra felina","EN","A3cde"
"23934","Ratufa macroura","NT"," "
"23935","Elephantulus revoilii","DD"," "
"23936","Urocitellus endemicus","VU","B1ab(iii,iv,v)c(iii,iv)"
"23937","Monachus monachus","EN","C2a(i)"
"23938","Chinchilla lanigera","EN","B2ab(i,ii,iii)"
"23939","Neotoma insularis","DD"," "
"23940","Canis lupus","LC"," "
"23941","Canis rufus","CR","C2a(i,ii); D"
"23942","Chaetophractus vellerosus","LC"," "
"23943","Pongo tapanuliensis","CR","A4bcd"
"23944","Cervus hanglu","LC"," "
"23945","Batomys hamiguitan","DD"," "
"23946","Ursus arctos","LC"," "
"23947","Lynx lynx","LC"," "
"23948","Gerbillus mackilligini","LC"," "
"23949","Scapteromys tumidus","LC"," "
"23950","Aotus nancymaae","VU","A2cd+3cd+4cd"
"23951","Myocastor coypus","LC"," "
"23952","Ailuropoda melanoleuca","VU","C2a(i); D1"
"23953","Marmota caligata","LC"," "
"23954","Bison bison","NT"," "
"23955","Orcaella brevirostris","EN","A2cd+3cd+4cd"
"23956","Otomops martiensseni","NT"," "
"23957","Panthera onca","NT"," "
"23958","Pontoporia blainvillei","VU","A3d"
"23959","Sousa teuszii","CR","A3cd+4cd; C2a(i)"
"23960","Tremarctos ornatus","VU","A3c+4c"
"23961","Sus barbatus","VU","A2cd"
"23962","Orcaella heinsohni","VU","A2cd+3cd+4cd; C2a(i)"
"23963","Hylomyscus denniae","LC"," "
"23964","Hylomyscus stella","LC"," "
"23965","Cryptotis meridensis","VU","B1ab(iii)"
"23966","Cryptotis griseoventris","EN","B1ab(i,iii)"
"23967","Cryptotis goodwini","LC"," "
"23968","Sousa chinensis","VU","A3cd+4cd"
"23969","Mormopterus loriae","DD"," "
"23970","Sicista subtilis","LC"," "
"23971","Chaetodipus arenarius","LC"," "
"23972","Thomasomys cinereiventer","LC"," "
"23973","Thomasomys laniger","LC"," "
"23974","Thomasomys popayanus","DD"," "
"23975","Crocidura obscurior","LC"," "
"23976","Crocidura monax","DD"," "
"23977","Tupaia glis","LC"," "
"23978","Batomys granti","LC"," "
"23979","Coccymys ruemmleri","LC"," "
"23980","Crocidura usambarae","VU","B1ab(iii)"
"23981","Akodon dolores","LC"," "
"23982","Brucepattersonius griserufescens","DD"," "
"23983","Ctenomys frater","LC"," "
"23984","Oryzomys gorgasi","EN","B2ab(iii)"
"23985","Juscelinomys huanchacae","DD"," "
"23986","Oxymycterus paramensis","LC"," "
"23987","Neotoma lepida","LC"," "
"23988","Neotoma bryanti","LC"," "
"23989","Pongo abelii","CR","A4bcd"
"23990","Helarctos malayanus","VU","A2cd+3cd+4cd"
"23991","Tupaia longipes","LC"," "
"23992","Crocidura attenuata","LC"," "
"23993","Tupaia palawanensis","LC"," "
"23994","Pongo pygmaeus","CR","A4abcd"
"23995","Pithecia inusta","LC"," "
"23996","Martes pennanti","LC"," "
"23997","Cryptotis tamensis","LC"," "
"23998","Cryptotis thomasi","LC"," "
"23999","Mesoplodon hotaula","DD"," "
"24000","Rattus arfakiensis","DD"," "
"24001","Pteralopex pulchra","CR","D"
"24002","Macropus greyi","EX"," "
"24003","Glossophaga leachii","LC"," "
"24004","Bubalus arnee","EN","A2cde+3cde+4cde; C1"
"24005","Cephalorhynchus commersonii","LC"," "
"24006","Lepus victoriae","LC"," "
"24007","Hylobates albibarbis","EN","A4cd"
"24008","Marmosa paraguayana","LC"," "
"24009","Equus zebra","VU","C1"
"24010","Pan troglodytes","EN","A4bcde"
"24011","Balaenoptera borealis","EN","A1abd"
"24012","Cervus canadensis","LC"," "
"24013","Cervus elaphus","LC"," "
"24014","Lemniscomys striatus","LC"," "
"24015","Gerbillus nanus","LC"," "
"24016","Gorilla gorilla","CR","A4bcde"
"24017","Giraffa camelopardalis","VU","A2acd"
"24018","Peromyscus eremicus","LC"," "
"24019","Peromyscus slevini","CR","B1ab(v)"
"24020","Peromyscus pseudocrinitus","CR","B1ab(v)"
"24021","Peromyscus interparietalis","CR","B1ab(v)"
"24022","Etmopterus lucifer","LC"," "
"24023","Rhincodon typus","EN","A2bd+4bd"
"24024","Hemiscyllium galei","DD"," "
"24025","Hemiscyllium henryi","DD"," "
"24026","Hemiscyllium michaeli","NT"," "
"24027","Squalus acutirostris","DD"," "
"24028","Squalus suckleyi","LC"," "
"24029","Geotria australis","DD"," "
"24030","Squalus acanthias","VU","A2bd+3bd"
"24031","Megachasma pelagios","LC"," "
"24032","Sphyrna tiburo","LC"," "
"24033","Isistius brasiliensis","LC"," "
"24034","Mitsukurina owstoni","LC"," "
"24035","Pseudotriakis microdon","LC"," "
"24036","Harriotta raleighana","LC"," "
"24037","Euprotomicrus bispinatus","LC"," "
"24038","Isistius plutodus","LC"," "
"24039","Dalatias licha","VU","A2bd+3d"
"24040","Etmopterus granulosus","LC"," "
"24041","Hexanchus griseus","NT"," "
"24042","Lamna nasus","VU","A2bd+3d+4bd"
"24043","Latimeria chalumnae","CR","A2bcd"
"24044","Latimeria menadoensis","VU","C2a(ii); D2"
"24045","Eudontomyzon sp. nov. 'migratory'","EX"," "
"24046","Eudontomyzon stankokaramani","LC"," "
"24047","Lethenteron reissneri","LC"," "
"24048","Caspiomyzon wagneri","NT"," "
"24049","Mordacia praecox","VU","D2"
"24050","Mordacia lapicida","DD"," "
"24051","Eptatretus mendozai","LC"," "
"24052","Eptatretus cirrhatus","LC"," "
"24053","Paramyxine wayuu","DD"," "
"24054","Squalus altipinnis","DD"," "
"24055","Squalus edmundsi","NT"," "
"24056","Benthobatis marcida","LC"," "
"24057","Leucoraja lentiginosa","DD"," "
"24058","Rhinobatos albomaculatus","VU","A4bd"
"24059","Amblyraja robertsi","LC"," "
"24060","Hydrolagus alphus","DD"," "
"24061","Squatina nebulosa","VU","A2d+4d"
"24062","Crassinarke dormitor","DD"," "
"24063","Etmopterus burgessi","DD"," "
"24064","Torpedo marmorata","DD"," "
"24065","Dipturus cerva","NT"," "
"24066","Eridacnis barbouri","DD"," "
"24067","Dactylobatus clarkii","DD"," "
"24068","Galeus schultzi","DD"," "
"24069","Urotrygon rogersi","DD"," "
"24070","Scyliorhinus boa","LC"," "
"24071","Raja cortezensis","DD"," "
"24072","Cruriraja durbanensis","DD"," "
"24073","Raja herwigi","DD"," "
"24074","Raja velezi","DD"," "
"24075","Rajella bathyphila","LC"," "
"24076","Neoraja africana","DD"," "
"24077","Fenestraja sibogae","DD"," "
"24078","Cirrhoscyllium expolitum","DD"," "
"24079","Hexanchus nakamurai","DD"," "
"24080","Potamotrygon falkneri","DD"," "
"24081","Dipturus tengu","DD"," "
"24082","Nasolamia velox","DD"," "
"24083","Anacanthobatis donghaiensis","DD"," "
"24084","Myliobatis tobijei","DD"," "
"24085","Sinobatis melanosoma","LC"," "
"24086","Fenestraja ishiyamai","DD"," "
"24087","Squalus chloroculus","NT"," "
"24088","Oxynotus paradoxus","DD"," "
"24089","Potamotrygon marinae","DD"," "
"24090","Zameus ichiharai","DD"," "
"24091","Galeus eastmani","LC"," "
"24092","Potamotrygon schroederi","DD"," "
"24093","Bathyraja spinicauda","NT"," "
"24094","Apristurus japonicus","DD"," "
"24095","Hemitriakis complicofasciata","DD"," "
"24096","Rajella bigelowi","LC"," "
"24097","Bathyraja andriashevi","LC"," "
"24098","Cruriraja cadenati","DD"," "
"24099","Carcharhinus sorrah","NT"," "
"24100","Rajella lintea","LC"," "
"24101","Carcharhinus acronotus","NT"," "
"24102","Sinobatis borneensis","LC"," "
"24103","Cephaloscyllium sarawakensis","DD"," "
"24104","Centrophorus atromarginatus","DD"," "
"24105","Etmopterus spinax","LC"," "
"24106","Rhinoraja murrayi","NT"," "
"24107","Amblyraja taaf","DD"," "
"24108","Dipturus gigas","DD"," "
"24109","Urotrygon simulatrix","VU","B1ab(v)"
"24110","Triakis scyllium","LC"," "
"24111","Torpedo torpedo","DD"," "
"24112","Galeus melastomus","LC"," "
"24113","Scyliorhinus canicula","LC"," "
"24114","Dipturus kwangtungensis","DD"," "
"24115","Somniosus pacificus","DD"," "
"24116","Squalus montalbani","VU","A2bd+4bd"
"24117","Rhinobatos holcorhynchus","DD"," "
"24118","Galeus sauteri","DD"," "
"24119","Rhinobatos irvinei","VU","A4bd"
"24120","Squalus hemipinnis","NT"," "
"24121","Torpedo mackayana","DD"," "
"24122","Scyliorhinus tokubee","DD"," "
"24123","Isistius labialis","DD"," "
"24124","Breviraja claramaculata","DD"," "
"24125","Centrophorus seychellorum","DD"," "
"24126","Leucoraja erinacea","NT"," "
"24127","Leucoraja garmani","LC"," "
"24128","Okamejei heemstrai","DD"," "
"24129","Breviraja nigriventralis","DD"," "
"24130","Narcine vermiculatus","NT"," "
"24131","Bathyraja matsubarai","DD"," "
"24132","Raja undulata","EN","A2bd+3d+4bd"
"24133","Dipturus bullisi","DD"," "
"24134","Electrolux addisoni","CR","B2ab(ii)"
"24135","Scyliorhinus comoroensis","DD"," "
"24136","Somniosus rostratus","DD"," "
"24137","Squalus japonicus","DD"," "
"24138","Scyliorhinus torazame","LC"," "
"24139","Myliobatis goodei","DD"," "
"24140","Pentanchus profundicolus","DD"," "
"24141","Squalus brevirostris","DD"," "
"24142","Mobula kuhlii","DD"," "
"24143","Pseudoraja fischeri","DD"," "
"24144","Etmopterus villosus","LC"," "
"24145","Centrophorus lusitanicus","VU","A2bd+4bd"
"24146","Etmopterus pusillus","LC"," "
"24147","Bathyraja tzinovskii","LC"," "
"24148","Narcine timlei","DD"," "
"24149","Raja ackleyi","DD"," "
"24150","Etmopterus splendidus","DD"," "
"24151","Scyliorhinus torrei","LC"," "
"24152","Parmaturus lanatus","DD"," "
"24153","Mustelus albipinnis","DD"," "
"24154","Dasyatis pastinaca","DD"," "
"24155","Bathyraja isotrachys","LC"," "
"24156","Cephalurus cephalus","DD"," "
"24157","Squatina formosa","EN","A2d+4d"
"24158","Scyliorhinus garmani","DD"," "
"24159","Galeus cadenati","DD"," "
"24160","Bathyraja diplotaenia","LC"," "
"24161","Rhinoptera marginata","NT"," "
"24162","Pastinachus solocirostris","EN","A4cd"
"24163","Potamotrygon signata","DD"," "
"24164","Eridacnis radcliffei","LC"," "
"24165","Galeus longirostris","DD"," "
"24166","Malacoraja senta","EN","A2bcd"
"24167","Rhinobatos annandalei","DD"," "
"24168","Galeus arae","LC"," "
"24169","Mustelus mosis","DD"," "
"24170","Anacanthobatis americanus","DD"," "
"24171","Hongeo koreana","DD"," "
"24172","Scyliorhinus stellaris","NT"," "
"24173","Mustelus punctulatus","DD"," "
"24174","Okamejei meerdervoortii","DD"," "
"24175","Amblyraja georgiana","DD"," "
"24176","Amblyraja jenseni","LC"," "
"24177","Leucoraja wallacei","LC"," "
"24178","Okamejei philipi","DD"," "
"24179","Anacanthobatis longirostris","DD"," "
"24180","Spiniraja whitleyi","VU","A2bd+4bd"
"24181","Parmaturus melanobranchus","DD"," "
"24182","Galeus springeri","DD"," "
"24183","Iago omanensis","LC"," "
"24184","Fenestraja maceachrani","DD"," "
"24185","Bathyraja tunae","DD"," "
"24186","Paragaleus randalli","NT"," "
"24187","Hemitriakis japanica","LC"," "
"24188","Centroscyllium ritteri","DD"," "
"24189","Mobula rochebrunei","VU","A4d"
"24190","Rajella fuliginea","LC"," "
"24191","Taeniurops grabata","DD"," "
"24192","Dipturus oregoni","DD"," "
"24193","Poroderma pantherinum","DD"," "
"24194","Gymnura tentaculata","DD"," "
"24195","Mustelus norrisi","DD"," "
"24196","Zanobatus schoenleinii","DD"," "
"24197","Centroscyllium fabricii","LC"," "
"24198","Neoraja carolinensis","DD"," "
"24199","Narcine lingula","DD"," "
"24200","Carcharhinus isodon","LC"," "
"24201","Squatina tergocellatoides","VU","A2d+4d"
"24202","Breviraja colesi","DD"," "
"24203","Raja bahamensis","DD"," "
"24204","Bathyraja maccaini","NT"," "
"24205","Holohalaelurus grennian","DD"," "
"24206","Okamejei hollandi","DD"," "
"24207","Rhinoraja kujiensis","LC"," "
"24208","Squalus blainville","DD"," "
"24209","Okamejei mengae","DD"," "
"24210","Urotrygon reticulata","VU","A4d"
"24211","Amblyraja radiata","VU","A2b"
"24212","Paragaleus tengi","DD"," "
"24213","Schroederichthys maculatus","LC"," "
"24214","Narcine prodorsalis","DD"," "
"24215","Deania hystricosa","DD"," "
"24216","Deania profundorum","LC"," "
"24217","Narcine insolita","DD"," "
"24218","Dactylobatus armatus","DD"," "
"24219","Chiloscyllium hasselti","NT"," "
